# {
#     "poni_version": 2.1,
#     "dist": 0.15768496156055517,
#     "poni1": 0.01846849792105989,
#     "poni2": 0.014689110424981307,
#     "rot1": -0.5666082591692108,
#     "rot2": -0.0014812675151785156,
#     "rot3": 0.0,
#     "detector": "Pilatus100k",
#     "detector_config": {
#         "orientation": 3
#     },
#     "wavelength": 1.0332016536100021e-10
# }
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 123.54586177870002
# --> /Users/vsomani/Documents/SWAXS_data_reduction_correction_Analysis/demo/1D/WAXS/Reduction/Hor_scan_Run5_RampT20_ctr0_scan1_0000_WAXS.dat
#       q_nm^-1              I           sigma 
  2.473882e+01    1.198962e+00   6.362547e-03
  2.476935e+01    1.200713e+00   6.196915e-03
  2.479987e+01    1.193883e+00   6.338248e-03
  2.483039e+01    1.189859e+00   6.197556e-03
  2.486092e+01    1.194281e+00   6.325753e-03
  2.489144e+01    1.204432e+00   6.269855e-03
  2.492197e+01    1.208759e+00   6.352407e-03
  2.495249e+01    1.199506e+00   6.291450e-03
  2.498301e+01    1.195420e+00   6.306913e-03
  2.501354e+01    1.196934e+00   6.325279e-03
  2.504406e+01    1.203352e+00   6.313041e-03
  2.507459e+01    1.210544e+00   6.387707e-03
  2.510511e+01    1.224103e+00   6.351840e-03
  2.513563e+01    1.230726e+00   6.467781e-03
  2.516616e+01    1.248031e+00   6.381697e-03
  2.519668e+01    1.265473e+00   6.566026e-03
  2.522720e+01    1.279768e+00   6.428509e-03
  2.525773e+01    1.288386e+00   6.613679e-03
  2.528825e+01    1.301814e+00   6.449948e-03
  2.531878e+01    1.314403e+00   6.671946e-03
  2.534930e+01    1.327447e+00   6.496262e-03
  2.537982e+01    1.334768e+00   6.723121e-03
  2.541035e+01    1.331876e+00   6.499683e-03
  2.544087e+01    1.326412e+00   6.690983e-03
  2.547140e+01    1.312282e+00   6.460860e-03
  2.550192e+01    1.287331e+00   6.579446e-03
  2.553244e+01    1.260791e+00   6.343212e-03
  2.556297e+01    1.233883e+00   6.433716e-03
  2.559349e+01    1.208112e+00   6.233219e-03
  2.562402e+01    1.188475e+00   6.298736e-03
  2.565454e+01    1.181151e+00   6.194673e-03
  2.568506e+01    1.168391e+00   6.233535e-03
  2.571559e+01    1.153471e+00   6.162109e-03
  2.574611e+01    1.136731e+00   6.138539e-03
  2.577664e+01    1.127130e+00   6.131842e-03
  2.580716e+01    1.121463e+00   6.082356e-03
  2.583768e+01    1.118226e+00   6.141998e-03
  2.586821e+01    1.116542e+00   6.058978e-03
  2.589873e+01    1.112879e+00   6.163253e-03
  2.592926e+01    1.105085e+00   5.998746e-03
  2.595978e+01    1.109028e+00   6.159383e-03
  2.599030e+01    1.109598e+00   5.982187e-03
  2.602083e+01    1.111058e+00   6.158505e-03
  2.605135e+01    1.103952e+00   5.924882e-03
  2.608188e+01    1.090889e+00   6.097390e-03
  2.611240e+01    1.080465e+00   5.828781e-03
  2.614292e+01    1.080912e+00   6.060209e-03
  2.617345e+01    1.091692e+00   5.861462e-03
  2.620397e+01    1.092135e+00   6.084645e-03
  2.623450e+01    1.082013e+00   5.840693e-03
  2.626502e+01    1.080374e+00   6.038209e-03
  2.629554e+01    1.078789e+00   5.855910e-03
  2.632607e+01    1.075183e+00   6.010886e-03
  2.635659e+01    1.073493e+00   5.860600e-03
  2.638711e+01    1.073757e+00   6.002315e-03
  2.641764e+01    1.064086e+00   5.861936e-03
  2.644816e+01    1.064254e+00   5.961216e-03
  2.647869e+01    1.064242e+00   5.902629e-03
  2.650921e+01    1.068349e+00   5.960826e-03
  2.653973e+01    1.070441e+00   5.961797e-03
  2.657026e+01    1.075326e+00   5.965305e-03
  2.660078e+01    1.078503e+00   6.023745e-03
  2.663131e+01    1.078910e+00   5.952004e-03
  2.666183e+01    1.078617e+00   6.054635e-03
  2.669235e+01    1.084834e+00   5.945988e-03
  2.672288e+01    1.082411e+00   6.076244e-03
  2.675340e+01    1.074561e+00   5.872219e-03
  2.678393e+01    1.064439e+00   6.012541e-03
  2.681445e+01    1.066581e+00   5.811560e-03
  2.684497e+01    1.062357e+00   5.994274e-03
  2.687550e+01    1.061566e+00   5.780217e-03
  2.690602e+01    1.054242e+00   5.961754e-03
  2.693655e+01    1.058775e+00   5.768589e-03
  2.696707e+01    1.066111e+00   5.995211e-03
  2.699759e+01    1.060152e+00   5.785461e-03
  2.702812e+01    1.050441e+00   5.932945e-03
  2.705864e+01    1.051318e+00   5.782105e-03
  2.708917e+01    1.054143e+00   5.935703e-03
  2.711969e+01    1.057401e+00   5.827908e-03
  2.715021e+01    1.064188e+00   5.952109e-03
  2.718074e+01    1.071363e+00   5.909310e-03
  2.721126e+01    1.070026e+00   5.954006e-03
  2.724179e+01    1.069221e+00   5.939038e-03
  2.727231e+01    1.074906e+00   5.950195e-03
  2.730283e+01    1.076888e+00   6.009013e-03
  2.733336e+01    1.086848e+00   5.960237e-03
  2.736388e+01    1.099916e+00   6.114940e-03
  2.739441e+01    1.108110e+00   5.999792e-03
  2.742493e+01    1.112840e+00   6.152108e-03
  2.745545e+01    1.126578e+00   6.007842e-03
  2.748598e+01    1.141271e+00   6.217573e-03
  2.751650e+01    1.165403e+00   6.076816e-03
  2.754703e+01    1.188858e+00   6.337175e-03
  2.757755e+01    1.221356e+00   6.199460e-03
  2.760807e+01    1.252122e+00   6.501396e-03
  2.763860e+01    1.260414e+00   6.294134e-03
  2.766912e+01    1.267081e+00   6.515820e-03
  2.769964e+01    1.282831e+00   6.360676e-03
  2.773017e+01    1.298435e+00   6.598054e-03
  2.776069e+01    1.296770e+00   6.422360e-03
  2.779122e+01    1.296883e+00   6.580698e-03
  2.782174e+01    1.291728e+00   6.451205e-03
  2.785226e+01    1.275799e+00   6.511638e-03
  2.788279e+01    1.259488e+00   6.415159e-03
  2.791331e+01    1.235938e+00   6.386760e-03
  2.794384e+01    1.221504e+00   6.352880e-03
  2.797436e+01    1.210702e+00   6.306223e-03
  2.800488e+01    1.200515e+00   6.344847e-03
  2.803541e+01    1.190107e+00   6.235206e-03
  2.806593e+01    1.184222e+00   6.338041e-03
  2.809646e+01    1.177640e+00   6.174046e-03
  2.812698e+01    1.174430e+00   6.319124e-03
  2.815750e+01    1.172754e+00   6.118702e-03
  2.818803e+01    1.175437e+00   6.313865e-03
  2.821855e+01    1.180716e+00   6.106152e-03
  2.824908e+01    1.183573e+00   6.327217e-03
  2.827960e+01    1.189547e+00   6.106205e-03
  2.831012e+01    1.194932e+00   6.344632e-03
  2.834065e+01    1.191879e+00   6.106675e-03
  2.837117e+01    1.187675e+00   6.309205e-03
  2.840170e+01    1.190313e+00   6.120960e-03
  2.843222e+01    1.195906e+00   6.327987e-03
  2.846274e+01    1.192171e+00   6.154264e-03
  2.849327e+01    1.174224e+00   6.258272e-03
  2.852379e+01    1.159526e+00   6.101576e-03
  2.855432e+01    1.155371e+00   6.193700e-03
  2.858484e+01    1.155796e+00   6.150370e-03
  2.861536e+01    1.143039e+00   6.139818e-03
  2.864589e+01    1.144896e+00   6.163274e-03
  2.867641e+01    1.147594e+00   6.136419e-03
  2.870694e+01    1.150322e+00   6.216140e-03
  2.873746e+01    1.153841e+00   6.127402e-03
  2.876798e+01    1.158484e+00   6.271165e-03
  2.879851e+01    1.169892e+00   6.134330e-03
  2.882903e+01    1.186259e+00   6.344118e-03
  2.885955e+01    1.198597e+00   6.168410e-03
  2.889008e+01    1.199700e+00   6.374108e-03
  2.892060e+01    1.202930e+00   6.140215e-03
  2.895113e+01    1.214846e+00   6.402638e-03
  2.898165e+01    1.223244e+00   6.186713e-03
  2.901217e+01    1.221195e+00   6.408539e-03
  2.904270e+01    1.210266e+00   6.157998e-03
  2.907322e+01    1.200996e+00   6.342160e-03
  2.910375e+01    1.190907e+00   6.132659e-03
  2.913427e+01    1.176108e+00   6.264332e-03
  2.916479e+01    1.162322e+00   6.094804e-03
  2.919532e+01    1.144557e+00   6.168850e-03
  2.922584e+01    1.134033e+00   6.060390e-03
  2.925637e+01    1.128950e+00   6.112727e-03
  2.928689e+01    1.124920e+00   6.088636e-03
  2.931741e+01    1.113209e+00   6.052576e-03
  2.934794e+01    1.107839e+00   6.086540e-03
  2.937846e+01    1.108404e+00   6.012371e-03
  2.940899e+01    1.114413e+00   6.140945e-03
  2.943951e+01    1.123486e+00   6.027738e-03
  2.947003e+01    1.127467e+00   6.193196e-03
  2.950056e+01    1.126951e+00   5.991372e-03
  2.953108e+01    1.131611e+00   6.191585e-03
  2.956161e+01    1.140914e+00   5.992905e-03
  2.959213e+01    1.143781e+00   6.216201e-03
  2.962265e+01    1.154662e+00   6.004649e-03
  2.965318e+01    1.169943e+00   6.281435e-03
  2.968370e+01    1.184087e+00   6.077969e-03
  2.971423e+01    1.198985e+00   6.350515e-03
  2.974475e+01    1.210815e+00   6.157095e-03
  2.977527e+01    1.222451e+00   6.393727e-03
  2.980580e+01    1.234385e+00   6.256858e-03
  2.983632e+01    1.240452e+00   6.427489e-03
  2.986685e+01    1.241879e+00   6.322183e-03
  2.989737e+01    1.237137e+00   6.403453e-03
  2.992789e+01    1.229928e+00   6.334461e-03
  2.995842e+01    1.224125e+00   6.357204e-03
  2.998894e+01    1.213363e+00   6.346791e-03
  3.001946e+01    1.191090e+00   6.245960e-03
  3.004999e+01    1.178632e+00   6.290680e-03
  3.008051e+01    1.178102e+00   6.197995e-03
  3.011104e+01    1.164885e+00   6.286114e-03
  3.014156e+01    1.151230e+00   6.080654e-03
  3.017208e+01    1.144063e+00   6.224310e-03
  3.020261e+01    1.131521e+00   5.977039e-03
  3.023313e+01    1.125016e+00   6.160098e-03
  3.026366e+01    1.127496e+00   5.939019e-03
  3.029418e+01    1.132963e+00   6.172799e-03
  3.032470e+01    1.135930e+00   5.962180e-03
  3.035523e+01    1.133507e+00   6.163257e-03
  3.038575e+01    1.138254e+00   5.980010e-03
  3.041628e+01    1.134103e+00   6.160970e-03
  3.044680e+01    1.128019e+00   5.961139e-03
  3.047732e+01    1.128005e+00   6.132034e-03
  3.050785e+01    1.130509e+00   6.010168e-03
  3.053837e+01    1.125738e+00   6.109842e-03
  3.056890e+01    1.120992e+00   6.032363e-03
  3.059942e+01    1.109630e+00   6.055912e-03
  3.062994e+01    1.102212e+00   6.030138e-03
  3.066047e+01    1.088273e+00   5.982671e-03
  3.069099e+01    1.077262e+00   5.999789e-03
  3.072152e+01    1.075241e+00   5.926701e-03
  3.075204e+01    1.076177e+00   6.040907e-03
  3.078256e+01    1.062356e+00   5.852257e-03
  3.081309e+01    1.050433e+00   5.957705e-03
  3.084361e+01    1.058143e+00   5.800655e-03
  3.087414e+01    1.056865e+00   5.977676e-03
  3.090466e+01    1.046145e+00   5.725271e-03
  3.093518e+01    1.048607e+00   5.938294e-03
  3.096571e+01    1.049976e+00   5.735160e-03
  3.099623e+01    1.039577e+00   5.903326e-03
  3.102676e+01    1.029762e+00   5.678142e-03
  3.105728e+01    1.026274e+00   5.855847e-03
  3.108780e+01    1.027193e+00   5.692339e-03
  3.111833e+01    1.030651e+00   5.854920e-03
  3.114885e+01    1.033890e+00   5.744389e-03
  3.117938e+01    1.028543e+00   5.835561e-03
  3.120990e+01    1.019638e+00   5.738864e-03
  3.124042e+01    1.014565e+00   5.783279e-03
  3.127095e+01    1.018402e+00   5.784865e-03
  3.130147e+01    1.019196e+00   5.787373e-03
  3.133199e+01    1.017058e+00   5.827724e-03
  3.136252e+01    1.009226e+00   5.740027e-03
  3.139304e+01    1.009776e+00   5.842815e-03
  3.142357e+01    1.014744e+00   5.737772e-03
  3.145409e+01    1.011365e+00   5.870819e-03
  3.148461e+01    1.004148e+00   5.658931e-03
  3.151514e+01    1.007562e+00   5.852334e-03
  3.154566e+01    1.006349e+00   5.624753e-03
  3.157619e+01    1.004808e+00   5.829358e-03
  3.160671e+01    1.003069e+00   5.594050e-03
  3.163723e+01    1.002244e+00   5.810340e-03
  3.166776e+01    1.002407e+00   5.593942e-03
  3.169828e+01    9.963183e-01   5.787091e-03
  3.172881e+01    9.924401e-01   5.565916e-03
  3.175933e+01    9.991804e-01   5.785833e-03
  3.178985e+01    1.004396e+00   5.631451e-03
  3.182038e+01    9.993553e-01   5.775907e-03
  3.185090e+01    9.944515e-01   5.636221e-03
  3.188143e+01    9.950032e-01   5.745908e-03
  3.191195e+01    9.974073e-01   5.691764e-03
  3.194247e+01    1.001220e+00   5.748643e-03
  3.197300e+01    1.003485e+00   5.753377e-03
  3.200352e+01    1.007617e+00   5.753923e-03
  3.203405e+01    1.006233e+00   5.812011e-03
  3.206457e+01    1.003625e+00   5.716905e-03
  3.209509e+01    1.009316e+00   5.858764e-03
  3.212562e+01    1.009399e+00   5.705395e-03
  3.215614e+01    1.016464e+00   5.877995e-03
  3.218667e+01    1.027667e+00   5.710823e-03
  3.221719e+01    1.035094e+00   5.927678e-03
  3.224771e+01    1.031267e+00   5.678765e-03
  3.227824e+01    1.040313e+00   5.931034e-03
  3.230876e+01    1.057666e+00   5.737428e-03
  3.233929e+01    1.062712e+00   5.996106e-03
  3.236981e+01    1.061302e+00   5.740098e-03
  3.240033e+01    1.061200e+00   5.981289e-03
  3.243086e+01    1.062497e+00   5.757242e-03
  3.246138e+01    1.069215e+00   5.992684e-03
  3.249190e+01    1.070617e+00   5.819307e-03
  3.252243e+01    1.059046e+00   5.952886e-03
  3.255295e+01    1.048484e+00   5.795032e-03
  3.258348e+01    1.036088e+00   5.876626e-03
  3.261400e+01    1.028725e+00   5.782963e-03
  3.264452e+01    1.023758e+00   5.819635e-03
  3.267505e+01    1.018487e+00   5.802770e-03
  3.270557e+01    1.010583e+00   5.763783e-03
  3.273610e+01    1.006879e+00   5.818146e-03
  3.276662e+01    1.004379e+00   5.723983e-03
  3.279714e+01    9.951586e-01   5.816609e-03
  3.282767e+01    9.829218e-01   5.630681e-03
  3.285819e+01    9.745631e-01   5.751250e-03
  3.288872e+01    9.671283e-01   5.539066e-03
  3.291924e+01    9.674403e-01   5.717021e-03
  3.294976e+01    9.728648e-01   5.533550e-03
  3.298029e+01    9.724352e-01   5.730649e-03
  3.301081e+01    9.594713e-01   5.473543e-03
  3.304134e+01    9.510943e-01   5.653163e-03
  3.307186e+01    9.538145e-01   5.459890e-03
  3.310238e+01    9.612057e-01   5.679741e-03
  3.313291e+01    9.591371e-01   5.491895e-03
  3.316343e+01    9.527690e-01   5.637683e-03
  3.319396e+01    9.468585e-01   5.485197e-03
  3.322448e+01    9.420753e-01   5.604581e-03
  3.325500e+01    9.368435e-01   5.489890e-03
  3.328553e+01    9.390620e-01   5.579331e-03
  3.331605e+01    9.447247e-01   5.556442e-03
  3.334658e+01    9.451454e-01   5.588968e-03
  3.337710e+01    9.374720e-01   5.572808e-03
  3.340762e+01    9.379454e-01   5.553818e-03
  3.343815e+01    9.375266e-01   5.618765e-03
  3.346867e+01    9.405226e-01   5.542872e-03
  3.349920e+01    9.417935e-01   5.662363e-03
  3.352972e+01    9.371136e-01   5.501778e-03
  3.356024e+01    9.311543e-01   5.624752e-03
  3.359077e+01    9.252572e-01   5.419373e-03
  3.362129e+01    9.318070e-01   5.610397e-03
  3.365181e+01    9.485522e-01   5.466097e-03
  3.368234e+01    9.533550e-01   5.675951e-03
  3.371286e+01    9.441329e-01   5.432343e-03
  3.374339e+01    9.351769e-01   5.607669e-03
  3.377391e+01    9.394463e-01   5.427358e-03
  3.380443e+01    9.406718e-01   5.620696e-03
  3.383496e+01    9.397928e-01   5.439410e-03
  3.386548e+01    9.381468e-01   5.604117e-03
  3.389601e+01    9.373348e-01   5.452981e-03
  3.392653e+01    9.386355e-01   5.597664e-03
  3.395705e+01    9.363215e-01   5.488247e-03
  3.398758e+01    9.311544e-01   5.559901e-03
  3.401810e+01    9.286054e-01   5.504859e-03
  3.404863e+01    9.224192e-01   5.520440e-03
  3.407915e+01    9.207721e-01   5.520705e-03
  3.410967e+01    9.228239e-01   5.512020e-03
  3.414020e+01    9.233820e-01   5.574660e-03
  3.417072e+01    9.193835e-01   5.475760e-03
  3.420125e+01    9.175773e-01   5.591580e-03
  3.423177e+01    9.145882e-01   5.443125e-03
  3.426229e+01    9.138128e-01   5.592044e-03
  3.429282e+01    9.182887e-01   5.424894e-03
  3.432334e+01    9.202577e-01   5.606208e-03
  3.435387e+01    9.169840e-01   5.380190e-03
  3.438439e+01    9.110977e-01   5.564841e-03
  3.441491e+01    9.100675e-01   5.326979e-03
  3.444544e+01    9.106848e-01   5.560867e-03
  3.447596e+01    9.092981e-01   5.320333e-03
  3.450649e+01    9.088203e-01   5.538126e-03
  3.453701e+01    9.188090e-01   5.359575e-03
  3.456753e+01    9.239733e-01   5.577508e-03
  3.459806e+01    9.213382e-01   5.383859e-03
  3.462858e+01    9.139019e-01   5.536887e-03
  3.465911e+01    9.073008e-01   5.373227e-03
  3.468963e+01    9.012670e-01   5.491382e-03
  3.472015e+01    9.000490e-01   5.384882e-03
  3.475068e+01    8.986873e-01   5.469321e-03
  3.478120e+01    9.009398e-01   5.429816e-03
  3.481172e+01    9.071230e-01   5.484316e-03
  3.484225e+01    9.076562e-01   5.494341e-03
  3.487277e+01    9.062306e-01   5.464291e-03
  3.490330e+01    9.021072e-01   5.510148e-03
  3.493382e+01    8.989173e-01   5.426065e-03
  3.496434e+01    8.989036e-01   5.532736e-03
  3.499487e+01    9.039323e-01   5.419673e-03
  3.502539e+01    9.059343e-01   5.578328e-03
  3.505592e+01    8.924845e-01   5.344589e-03
  3.508644e+01    8.867133e-01   5.504154e-03
  3.511696e+01    8.944749e-01   5.316337e-03
  3.514749e+01    8.938802e-01   5.528110e-03
  3.517801e+01    8.897099e-01   5.275091e-03
  3.520854e+01    8.908432e-01   5.506934e-03
  3.523906e+01    8.927430e-01   5.281701e-03
  3.526958e+01    8.941812e-01   5.504793e-03
  3.530011e+01    9.006325e-01   5.308372e-03
  3.533063e+01    9.036282e-01   5.530490e-03
  3.536116e+01    9.053110e-01   5.332235e-03
  3.539168e+01    9.031290e-01   5.522279e-03
  3.542220e+01    9.006569e-01   5.332279e-03
  3.545273e+01    9.027637e-01   5.515906e-03
  3.548325e+01    8.999304e-01   5.361389e-03
  3.551378e+01    9.002439e-01   5.488839e-03
  3.554430e+01    9.101765e-01   5.434778e-03
  3.557482e+01    9.120687e-01   5.512703e-03
  3.560535e+01    9.146728e-01   5.481638e-03
  3.563587e+01    9.221016e-01   5.531296e-03
  3.566640e+01    9.245360e-01   5.552749e-03
  3.569692e+01    9.263805e-01   5.532619e-03
  3.572744e+01    9.245607e-01   5.592699e-03
  3.575797e+01    9.245361e-01   5.509730e-03
  3.578849e+01    9.267280e-01   5.627789e-03
  3.581902e+01    9.399490e-01   5.531806e-03
  3.584954e+01    9.464440e-01   5.706083e-03
  3.588006e+01    9.405270e-01   5.495581e-03
  3.591059e+01    9.401209e-01   5.674204e-03
  3.594111e+01    9.466711e-01   5.483683e-03
  3.597164e+01    9.524350e-01   5.705506e-03
  3.600216e+01    9.553028e-01   5.480485e-03
  3.603268e+01    9.637453e-01   5.735755e-03
  3.606321e+01    9.652077e-01   5.503275e-03
  3.609373e+01    9.680640e-01   5.732541e-03
  3.612425e+01    9.839833e-01   5.551436e-03
  3.615478e+01    9.941649e-01   5.813669e-03
  3.618530e+01    9.980089e-01   5.593611e-03
  3.621583e+01    1.005074e+00   5.840310e-03
  3.624635e+01    1.015264e+00   5.664429e-03
  3.627687e+01    1.025421e+00   5.887506e-03
  3.630740e+01    1.026327e+00   5.727155e-03
  3.633792e+01    1.022251e+00   5.860818e-03
  3.636845e+01    1.024489e+00   5.751623e-03
  3.639897e+01    1.020588e+00   5.850963e-03
  3.642949e+01    1.016401e+00   5.760706e-03
  3.646002e+01    1.017399e+00   5.838192e-03
  3.649054e+01    1.011198e+00   5.788105e-03
  3.652107e+01    9.942072e-01   5.753853e-03
  3.655159e+01    9.775388e-01   5.728550e-03
  3.658211e+01    9.546022e-01   5.617929e-03
  3.661264e+01    9.492106e-01   5.681841e-03
  3.664316e+01    9.457811e-01   5.585823e-03
  3.667369e+01    9.390495e-01   5.679683e-03
  3.670421e+01    9.273940e-01   5.504206e-03
  3.673473e+01    9.257407e-01   5.647762e-03
  3.676526e+01    9.223630e-01   5.460496e-03
  3.679578e+01    9.229031e-01   5.631140e-03
  3.682631e+01    9.194397e-01   5.417441e-03
  3.685683e+01    9.111243e-01   5.590656e-03
  3.688735e+01    9.049779e-01   5.341421e-03
  3.691788e+01    9.077557e-01   5.581828e-03
  3.694840e+01    9.033830e-01   5.329044e-03
  3.697893e+01    9.011030e-01   5.550805e-03
  3.700945e+01    8.995230e-01   5.311140e-03
  3.703997e+01    8.994889e-01   5.537645e-03
  3.707050e+01    9.031413e-01   5.320914e-03
  3.710102e+01    9.072503e-01   5.560143e-03
  3.713155e+01    9.037418e-01   5.335899e-03
  3.716207e+01    9.004327e-01   5.528057e-03
  3.719259e+01    9.072638e-01   5.371205e-03
  3.722312e+01    9.137219e-01   5.563631e-03
  3.725364e+01    9.118133e-01   5.396286e-03
  3.728416e+01    9.184501e-01   5.566466e-03
  3.731469e+01    9.271090e-01   5.477147e-03
  3.734521e+01    9.277954e-01   5.594939e-03
  3.737574e+01    9.221453e-01   5.482109e-03
  3.740626e+01    9.241754e-01   5.572069e-03
  3.743678e+01    9.369757e-01   5.562905e-03
  3.746731e+01    9.443851e-01   5.628427e-03
  3.749783e+01    9.434691e-01   5.612972e-03
  3.752836e+01    9.484029e-01   5.624446e-03
  3.755888e+01    9.491797e-01   5.669860e-03
  3.758940e+01    9.423086e-01   5.589913e-03
  3.761993e+01    9.377089e-01   5.663195e-03
  3.765045e+01    9.313918e-01   5.544999e-03
  3.768098e+01    9.253512e-01   5.644564e-03
  3.771150e+01    9.190706e-01   5.492921e-03
  3.774202e+01    9.159392e-01   5.627254e-03
  3.777255e+01    9.071290e-01   5.433155e-03
  3.780307e+01    9.019675e-01   5.577961e-03
  3.783360e+01    9.075734e-01   5.396177e-03
  3.786412e+01    9.137091e-01   5.618229e-03
  3.789464e+01    9.086944e-01   5.375590e-03
  3.792517e+01    9.026161e-01   5.574469e-03
  3.795569e+01    8.936861e-01   5.320556e-03
  3.798622e+01    8.843729e-01   5.510667e-03
  3.801674e+01    8.780996e-01   5.263835e-03
  3.804726e+01    8.777202e-01   5.485221e-03
  3.807779e+01    8.785130e-01   5.264618e-03
  3.810831e+01    8.748898e-01   5.469514e-03
  3.813884e+01    8.761978e-01   5.258363e-03
  3.816936e+01    8.778425e-01   5.481549e-03
  3.819988e+01    8.697175e-01   5.250745e-03
  3.823041e+01    8.585307e-01   5.405788e-03
  3.826093e+01    8.578529e-01   5.231562e-03
  3.829146e+01    8.606888e-01   5.412158e-03
  3.832198e+01    8.556347e-01   5.237944e-03
  3.835250e+01    8.598459e-01   5.403875e-03
  3.838303e+01    8.668070e-01   5.287554e-03
  3.841355e+01    8.683100e-01   5.435099e-03
  3.844407e+01    8.585302e-01   5.277336e-03
  3.847460e+01    8.515277e-01   5.369595e-03
  3.850512e+01    8.542566e-01   5.296706e-03
  3.853565e+01    8.550391e-01   5.376735e-03
  3.856617e+01    8.541253e-01   5.320319e-03
  3.859669e+01    8.534769e-01   5.361453e-03
  3.862722e+01    8.490538e-01   5.327920e-03
  3.865774e+01    8.489874e-01   5.340577e-03
  3.868827e+01    8.492675e-01   5.356689e-03
  3.871879e+01    8.416243e-01   5.303630e-03
  3.874931e+01    8.473774e-01   5.367346e-03
  3.877984e+01    8.592917e-01   5.362638e-03
  3.881036e+01    8.580960e-01   5.428642e-03
  3.884089e+01    8.425393e-01   5.289006e-03
  3.887141e+01    8.342813e-01   5.362639e-03
  3.890193e+01    8.356544e-01   5.259961e-03
  3.893246e+01    8.369786e-01   5.388913e-03
  3.896298e+01    8.368855e-01   5.247247e-03
  3.899351e+01    8.348998e-01   5.387900e-03
  3.902403e+01    8.244830e-01   5.189968e-03
  3.905455e+01    8.147660e-01   5.321350e-03
  3.908508e+01    8.135951e-01   5.136199e-03
  3.911560e+01    8.098661e-01   5.305805e-03
  3.914613e+01    7.922744e-01   5.048094e-03
  3.917665e+01    7.779695e-01   5.188342e-03
  3.920717e+01    7.670027e-01   4.960077e-03
  3.923770e+01    7.525567e-01   5.096775e-03
  3.926822e+01    7.429488e-01   4.862904e-03
  3.929875e+01    7.374493e-01   5.048985e-03
  3.932927e+01    7.209991e-01   4.790290e-03
  3.935979e+01    6.970081e-01   4.893985e-03
  3.939032e+01    6.917963e-01   5.055643e-03
  3.942084e+01    6.920992e-01   5.684955e-03
  3.945137e+01    6.859122e-01   6.153452e-03
  3.948189e+01    6.875814e-01   6.600337e-03
  3.951241e+01    6.824203e-01   7.128268e-03
  3.954294e+01    6.722544e-01   7.554454e-03
  3.957346e+01    6.624436e-01   8.215609e-03
  3.960399e+01    6.645895e-01   8.900839e-03
  3.963451e+01    6.526500e-01   9.864758e-03
  3.966503e+01    6.455391e-01   1.088395e-02
  3.969556e+01    6.350685e-01   1.274107e-02
  3.972608e+01    6.188130e-01   1.450342e-02
  3.975660e+01    6.176364e-01   1.776954e-02
  3.978713e+01    6.340294e-01   2.068339e-02
  3.981765e+01    6.313688e-01   2.879613e-02
  3.984818e+01    6.252596e-01   4.103805e-02

# METADATA INFORMATION FOR THIS FILE
# #: 0.0
# Time: 0.0092
# Seconds: 10.0
# i0: 21.29209
# i1: 0.27704
# mon: 10.01489
# bstop: 5.80243
# Pyrometer: 0.0
# MPF Top: 0.0
# MPF Bottom: 0.0
# TEMP: -1.0
# marccd: 0.0
# ICRxT: 0.0
# OCRxT: 0.0
# ROI1: 0.0
# ROI2: 0.0
# ROI3: 0.0
# ROI4: 0.0
# ROI5: 0.0
# ROI6: 0.0
# ROI7: 0.0
# ROI8: 0.0
# ROI9: 0.0
# ROI10: 0.0
# RIO11: 0.0
# ROI12: 0.0
# ROI13: 0.0
# SWX: 0.0
# CCD1: 0.0
# CTEMP: 24.702789
# Timer: 115090.46
# pd1: 0.0
# pd2: 0.0
# pd3: 0.0
# pd4: 0.0
# pd5: 0.0
# pd6: 0.0
# pd7: 0.0
# pd8: 0.0
# pd9: 0.0
# pd10: 0.0
# pd11: 0.0
# pd12: 0.0
# pd13: 0.0
# pd14: 0.0
# pd15: 0.0
# pd16: 0.0
# PRESS: 0.0
# lvdt11: 0.0
# lvdt12: 0.0
# lvdt21: 0.0
# lvdt22: 0.0
# lvdt31: 0.0
# lvdt32: 0.0
# lvdt41: 0.0
# lvdt42: 0.0
# CTEMPB: 0.0
# X3_ROI1: 0.0
# X3_ROI2: 0.0
# X3_ROI3: 0.0
# X3_ROI4: 0.0
# X3_ROI5: 0.0
# X3_ROI6: 0.0
# X3_ROI7: 0.0
# X3_ROI8: 0.0
# pdw1: 62.0
# pdw2: 62.0
# pdw3: 62.0
# pdw4: 62.0
# pdw5: 62.0
# pdw6: 62.0
# pdw7: 62.0
# pdw8: 62.0
# pdw9: 62.0
# pdw10: 62.0
# pdw11: 62.0
# pdw12: 62.0
# pdw13: 62.0
# pdw14: 62.0
# pdw15: 62.0
# pdw16: 62.0
