# {
#     "poni_version": 2.1,
#     "dist": 2.9096968104998107,
#     "poni1": 0.10779319712289274,
#     "poni2": 0.08448893861682619,
#     "rot1": 0.0,
#     "rot2": 0.0,
#     "rot3": 0.0,
#     "detector": "Pilatus1M",
#     "detector_config": {
#         "orientation": 3
#     },
#     "wavelength": 1.0332016536100021e-10
# }
# Mask applied: user provided
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 123.54586177870002
# --> /Users/vsomani/Documents/SWAXS_data_reduction_correction_Analysis/demo/1D/SAXS/Reduction/Hor_scan_Run5_RampT20_ctr0_scan1_0000_SAXS.dat
#       q_nm^-1              I           sigma 
  1.152229e+00    6.681572e-03   1.713330e-04
  1.154433e+00    6.556028e-03   1.711097e-04
  1.156636e+00    6.395373e-03   1.695546e-04
  1.158839e+00    6.492431e-03   1.693827e-04
  1.161043e+00    6.811002e-03   1.704497e-04
  1.163246e+00    6.696370e-03   1.697981e-04
  1.165449e+00    6.516867e-03   1.689877e-04
  1.167652e+00    6.384368e-03   1.677839e-04
  1.169856e+00    6.319145e-03   1.676783e-04
  1.172059e+00    6.289375e-03   1.677158e-04
  1.174262e+00    6.547212e-03   1.689617e-04
  1.176466e+00    6.653895e-03   1.684526e-04
  1.178669e+00    6.483465e-03   1.676142e-04
  1.180872e+00    6.336182e-03   1.674768e-04
  1.183076e+00    6.352174e-03   1.673417e-04
  1.185279e+00    6.498631e-03   1.680658e-04
  1.187482e+00    6.230139e-03   1.655480e-04
  1.189685e+00    6.071509e-03   1.654510e-04
  1.191889e+00    6.194577e-03   1.658305e-04
  1.194092e+00    6.258747e-03   1.656747e-04
  1.196295e+00    6.353404e-03   1.658748e-04
  1.198499e+00    6.319680e-03   1.654497e-04
  1.200702e+00    6.381368e-03   1.657466e-04
  1.202905e+00    6.506506e-03   1.666607e-04
  1.205108e+00    6.374049e-03   1.659631e-04
  1.207312e+00    6.221782e-03   1.649724e-04
  1.209515e+00    6.239264e-03   1.641434e-04
  1.211718e+00    6.065659e-03   1.631820e-04
  1.213922e+00    5.961684e-03   1.627492e-04
  1.216125e+00    5.982364e-03   1.624995e-04
  1.218328e+00    5.969011e-03   1.631465e-04
  1.220532e+00    6.018574e-03   1.625017e-04
  1.222735e+00    5.906276e-03   1.617040e-04
  1.224938e+00    5.965090e-03   1.620949e-04
  1.227141e+00    6.125690e-03   1.628273e-04
  1.229345e+00    6.231042e-03   1.628692e-04
  1.231548e+00    6.371684e-03   1.632759e-04
  1.233751e+00    6.316507e-03   1.628566e-04
  1.235955e+00    6.153619e-03   1.617540e-04
  1.238158e+00    6.172089e-03   1.618571e-04
  1.240361e+00    6.098931e-03   1.617622e-04
  1.242565e+00    6.127308e-03   1.618082e-04
  1.244768e+00    6.054318e-03   1.612570e-04
  1.246971e+00    5.860037e-03   1.596604e-04
  1.249174e+00    5.906328e-03   1.601086e-04
  1.251378e+00    5.871721e-03   1.601124e-04
  1.253581e+00    5.973816e-03   1.602862e-04
  1.255784e+00    6.088557e-03   1.604667e-04
  1.257988e+00    6.037708e-03   1.597354e-04
  1.260191e+00    5.999636e-03   1.598130e-04
  1.262394e+00    6.098011e-03   1.606957e-04
  1.264597e+00    6.074550e-03   1.595818e-04
  1.266801e+00    5.920125e-03   1.590536e-04
  1.269004e+00    5.829698e-03   1.586756e-04
  1.271207e+00    5.912756e-03   1.592346e-04
  1.273411e+00    5.939031e-03   1.592443e-04
  1.275614e+00    5.958385e-03   1.584526e-04
  1.277817e+00    5.947706e-03   1.583540e-04
  1.280021e+00    6.068987e-03   1.589303e-04
  1.282224e+00    6.111284e-03   1.591495e-04
  1.284427e+00    5.941993e-03   1.582201e-04
  1.286630e+00    5.756469e-03   1.572575e-04
  1.288834e+00    5.691996e-03   1.566459e-04
  1.291037e+00    5.714226e-03   1.563199e-04
  1.293240e+00    5.639405e-03   1.557048e-04
  1.295444e+00    5.481622e-03   1.549652e-04
  1.297647e+00    5.647184e-03   1.561327e-04
  1.299850e+00    5.849433e-03   1.569745e-04
  1.302054e+00    5.639219e-03   1.556441e-04
  1.304257e+00    5.627667e-03   1.550082e-04
  1.306460e+00    5.821626e-03   1.559277e-04
  1.308663e+00    5.775032e-03   1.557971e-04
  1.310867e+00    5.822893e-03   1.556230e-04
  1.313070e+00    5.786965e-03   1.556785e-04
  1.315273e+00    5.742187e-03   1.550099e-04
  1.317477e+00    5.764049e-03   1.549049e-04
  1.319680e+00    5.636422e-03   1.544750e-04
  1.321883e+00    5.541308e-03   1.538882e-04
  1.324086e+00    5.631669e-03   1.545234e-04
  1.326290e+00    5.713401e-03   1.544811e-04
  1.328493e+00    5.748718e-03   1.536538e-04
  1.330696e+00    5.848865e-03   1.544037e-04
  1.332900e+00    5.906040e-03   1.549232e-04
  1.335103e+00    5.846648e-03   1.543173e-04
  1.337306e+00    5.723456e-03   1.537934e-04
  1.339510e+00    5.552493e-03   1.528818e-04
  1.341713e+00    5.601140e-03   1.535223e-04
  1.343916e+00    5.643329e-03   1.534171e-04
  1.346119e+00    5.515493e-03   1.525654e-04
  1.348323e+00    5.386709e-03   1.514142e-04
  1.350526e+00    5.476715e-03   1.519071e-04
  1.352729e+00    5.690951e-03   1.525733e-04
  1.354933e+00    5.619153e-03   1.521847e-04
  1.357136e+00    5.484346e-03   1.515975e-04
  1.359339e+00    5.389460e-03   1.509032e-04
  1.361543e+00    5.393116e-03   1.510987e-04
  1.363746e+00    5.455527e-03   1.517662e-04
  1.365949e+00    5.474529e-03   1.517774e-04
  1.368152e+00    5.540482e-03   1.515631e-04
  1.370356e+00    5.548364e-03   1.513792e-04
  1.372559e+00    5.559366e-03   1.514218e-04
  1.374762e+00    5.394841e-03   1.498060e-04
  1.376966e+00    5.465969e-03   1.497144e-04
  1.379169e+00    5.464729e-03   1.494867e-04
  1.381372e+00    5.343765e-03   1.499339e-04
  1.383575e+00    5.353912e-03   1.492046e-04
  1.385779e+00    5.473781e-03   1.498074e-04
  1.387982e+00    5.537246e-03   1.502532e-04
  1.390185e+00    5.482320e-03   1.497131e-04
  1.392389e+00    5.488819e-03   1.491384e-04
  1.394592e+00    5.382748e-03   1.487632e-04
  1.396795e+00    5.335641e-03   1.490064e-04
  1.398999e+00    5.316230e-03   1.487402e-04
  1.401202e+00    5.265691e-03   1.480639e-04
  1.403405e+00    5.321065e-03   1.478198e-04
  1.405608e+00    5.389174e-03   1.481552e-04
  1.407812e+00    5.366976e-03   1.480068e-04
  1.410015e+00    5.401522e-03   1.480887e-04
  1.412218e+00    5.410641e-03   1.478686e-04
  1.414422e+00    5.397973e-03   1.476060e-04
  1.416625e+00    5.358440e-03   1.472074e-04
  1.418828e+00    5.300490e-03   1.467343e-04
  1.421032e+00    5.420203e-03   1.474337e-04
  1.423235e+00    5.413767e-03   1.481835e-04
  1.425438e+00    5.321717e-03   1.465530e-04
  1.427641e+00    5.215891e-03   1.462065e-04
  1.429845e+00    5.211643e-03   1.462758e-04
  1.432048e+00    5.180960e-03   1.466192e-04
  1.434251e+00    5.154132e-03   1.467311e-04
  1.436455e+00    4.953372e-03   1.449080e-04
  1.438658e+00    5.024679e-03   1.448414e-04
  1.440861e+00    5.127936e-03   1.451461e-04
  1.443064e+00    5.130460e-03   1.449007e-04
  1.445268e+00    5.279831e-03   1.451748e-04
  1.447471e+00    5.309118e-03   1.453900e-04
  1.449674e+00    5.384036e-03   1.458438e-04
  1.451878e+00    5.320920e-03   1.454546e-04
  1.454081e+00    5.142062e-03   1.446514e-04
  1.456284e+00    5.044085e-03   1.445991e-04
  1.458488e+00    5.133477e-03   1.445512e-04
  1.460691e+00    5.275799e-03   1.444413e-04
  1.462894e+00    5.362045e-03   1.447235e-04
  1.465097e+00    5.435038e-03   1.450948e-04
  1.467301e+00    5.271641e-03   1.444191e-04
  1.469504e+00    5.151633e-03   1.437548e-04
  1.471707e+00    5.217133e-03   1.437624e-04
  1.473911e+00    5.311105e-03   1.441848e-04
  1.476114e+00    5.333156e-03   1.440041e-04
  1.478317e+00    5.223286e-03   1.432969e-04
  1.480521e+00    5.043004e-03   1.428619e-04
  1.482724e+00    5.053809e-03   1.428156e-04
  1.484927e+00    5.093313e-03   1.429215e-04
  1.487130e+00    5.150045e-03   1.427208e-04
  1.489334e+00    5.198145e-03   1.427765e-04
  1.491537e+00    5.176508e-03   1.433189e-04
  1.493740e+00    5.143876e-03   1.438213e-04
  1.495944e+00    5.112331e-03   1.439626e-04
  1.498147e+00    5.139711e-03   1.448515e-04
  1.500350e+00    5.055969e-03   1.451748e-04
  1.502553e+00    5.057165e-03   1.459951e-04
  1.504757e+00    5.059876e-03   1.473739e-04
  1.506960e+00    5.136715e-03   1.472519e-04
  1.509163e+00    5.228831e-03   1.477064e-04
  1.511367e+00    5.133791e-03   1.478024e-04
  1.513570e+00    5.087918e-03   1.479948e-04
  1.515773e+00    5.101662e-03   1.484345e-04
  1.517977e+00    5.052295e-03   1.489052e-04
  1.520180e+00    5.001251e-03   1.491985e-04
  1.522383e+00    4.919998e-03   1.487782e-04
  1.524586e+00    5.052323e-03   1.494511e-04
  1.526790e+00    5.078943e-03   1.503205e-04
  1.528993e+00    5.036024e-03   1.503404e-04
  1.531196e+00    5.115677e-03   1.504120e-04
  1.533400e+00    5.133953e-03   1.508960e-04
  1.535603e+00    5.098327e-03   1.510311e-04
  1.537806e+00    5.071991e-03   1.511480e-04
  1.540010e+00    5.170234e-03   1.515638e-04
  1.542213e+00    5.230513e-03   1.520016e-04
  1.544416e+00    5.322383e-03   1.530999e-04
  1.546619e+00    5.341886e-03   1.527040e-04
  1.548823e+00    5.169319e-03   1.517398e-04
  1.551026e+00    4.998662e-03   1.511804e-04
  1.553229e+00    4.891048e-03   1.508374e-04
  1.555433e+00    5.070425e-03   1.507713e-04
  1.557636e+00    5.205111e-03   1.507173e-04
  1.559839e+00    5.123939e-03   1.496607e-04
  1.562042e+00    5.181958e-03   1.512116e-04
  1.564246e+00    5.054504e-03   1.506018e-04
  1.566449e+00    4.843514e-03   1.485542e-04
  1.568652e+00    4.889755e-03   1.493602e-04
  1.570856e+00    4.934248e-03   1.488709e-04
  1.573059e+00    5.008338e-03   1.489321e-04
  1.575262e+00    5.040732e-03   1.492405e-04
  1.577466e+00    5.072256e-03   1.495546e-04
  1.579669e+00    5.040488e-03   1.497817e-04
  1.581872e+00    4.982117e-03   1.490928e-04
  1.584075e+00    4.962129e-03   1.486665e-04
  1.586279e+00    4.840490e-03   1.481140e-04
  1.588482e+00    4.911894e-03   1.479956e-04
  1.590685e+00    5.002063e-03   1.495431e-04
  1.592889e+00    4.902575e-03   1.488656e-04
  1.595092e+00    4.839076e-03   1.476196e-04
  1.597295e+00    4.864200e-03   1.485079e-04
  1.599499e+00    4.795680e-03   1.479032e-04
  1.601702e+00    4.845091e-03   1.483240e-04
  1.603905e+00    4.933414e-03   1.487153e-04
  1.606108e+00    4.969804e-03   1.487907e-04
  1.608312e+00    4.949730e-03   1.483544e-04
  1.610515e+00    4.912904e-03   1.477719e-04
  1.612718e+00    4.812682e-03   1.475414e-04
  1.614922e+00    4.808774e-03   1.481016e-04
  1.617125e+00    4.800171e-03   1.477940e-04
  1.619328e+00    4.917058e-03   1.482778e-04
  1.621531e+00    5.006862e-03   1.483086e-04
  1.623735e+00    4.968548e-03   1.476595e-04
  1.625938e+00    4.962933e-03   1.483593e-04
  1.628141e+00    4.936533e-03   1.481576e-04
  1.630345e+00    4.821671e-03   1.480244e-04
  1.632548e+00    4.744557e-03   1.479419e-04
  1.634751e+00    4.688220e-03   1.463952e-04
  1.636955e+00    4.655302e-03   1.459676e-04
  1.639158e+00    4.752785e-03   1.468264e-04
  1.641361e+00    4.885072e-03   1.476576e-04
  1.643564e+00    4.846433e-03   1.477473e-04
  1.645768e+00    4.809810e-03   1.469702e-04
  1.647971e+00    4.821289e-03   1.475238e-04
  1.650174e+00    4.908551e-03   1.474456e-04
  1.652378e+00    4.995742e-03   1.476737e-04
  1.654581e+00    4.928535e-03   1.475678e-04
  1.656784e+00    4.919261e-03   1.470687e-04
  1.658988e+00    4.930607e-03   1.469391e-04
  1.661191e+00    4.845499e-03   1.470225e-04
  1.663394e+00    4.764914e-03   1.460365e-04
  1.665597e+00    4.696034e-03   1.462351e-04
  1.667801e+00    4.820575e-03   1.468946e-04
  1.670004e+00    4.915894e-03   1.466498e-04
  1.672207e+00    4.899823e-03   1.468448e-04
  1.674411e+00    4.761706e-03   1.459498e-04
  1.676614e+00    4.705480e-03   1.464346e-04
  1.678817e+00    4.792640e-03   1.468873e-04
  1.681020e+00    4.817967e-03   1.465515e-04
  1.683224e+00    4.837367e-03   1.466567e-04
  1.685427e+00    4.816821e-03   1.466233e-04
  1.687630e+00    4.768630e-03   1.460737e-04
  1.689834e+00    4.733148e-03   1.457000e-04
  1.692037e+00    4.696421e-03   1.454951e-04
  1.694240e+00    4.733758e-03   1.463645e-04
  1.696444e+00    4.779215e-03   1.461882e-04
  1.698647e+00    4.833779e-03   1.464064e-04
  1.700850e+00    4.727586e-03   1.455461e-04
  1.703053e+00    4.780058e-03   1.456419e-04
  1.705257e+00    4.805716e-03   1.462085e-04
  1.707460e+00    4.841301e-03   1.460447e-04
  1.709663e+00    4.920040e-03   1.461394e-04
  1.711867e+00    4.866427e-03   1.464416e-04
  1.714070e+00    4.750898e-03   1.453164e-04
  1.716273e+00    4.735970e-03   1.451343e-04
  1.718477e+00    4.713051e-03   1.453873e-04
  1.720680e+00    4.617259e-03   1.450439e-04
  1.722883e+00    4.728310e-03   1.458060e-04
  1.725086e+00    4.744972e-03   1.456671e-04
  1.727290e+00    4.709729e-03   1.455210e-04
  1.729493e+00    4.750877e-03   1.459899e-04
  1.731696e+00    4.708863e-03   1.451429e-04
  1.733900e+00    4.729630e-03   1.453841e-04
  1.736103e+00    4.783154e-03   1.458960e-04
  1.738306e+00    4.773853e-03   1.453130e-04
  1.740509e+00    4.723388e-03   1.454946e-04
  1.742713e+00    4.615869e-03   1.446751e-04
  1.744916e+00    4.688880e-03   1.451998e-04
  1.747119e+00    4.789520e-03   1.456712e-04
  1.749323e+00    4.850060e-03   1.457008e-04
  1.751526e+00    4.808043e-03   1.461804e-04
  1.753729e+00    4.809160e-03   1.459358e-04
  1.755933e+00    4.838902e-03   1.465603e-04
  1.758136e+00    4.838915e-03   1.457354e-04
  1.760339e+00    4.766237e-03   1.452763e-04
  1.762542e+00    4.686317e-03   1.455401e-04
  1.764746e+00    4.616476e-03   1.462209e-04
  1.766949e+00    4.626116e-03   1.472437e-04
  1.769152e+00    4.447148e-03   1.475212e-04
  1.771356e+00    4.388270e-03   1.473591e-04
  1.773559e+00    4.570012e-03   1.493785e-04
  1.775762e+00    4.713013e-03   1.505732e-04
  1.777966e+00    4.579061e-03   1.500805e-04
  1.780169e+00    4.419995e-03   1.502156e-04
  1.782372e+00    4.527603e-03   1.511916e-04
  1.784575e+00    4.670799e-03   1.523509e-04
  1.786779e+00    4.806078e-03   1.533101e-04
  1.788982e+00    4.682376e-03   1.530094e-04
  1.791185e+00    4.605172e-03   1.534288e-04
  1.793389e+00    4.573610e-03   1.531734e-04
  1.795592e+00    4.518147e-03   1.530927e-04
  1.797795e+00    4.632744e-03   1.536697e-04
  1.799998e+00    4.702565e-03   1.543852e-04
  1.802202e+00    4.602545e-03   1.551038e-04
  1.804405e+00    4.571767e-03   1.551462e-04
  1.806608e+00    4.710514e-03   1.555755e-04
  1.808812e+00    4.673400e-03   1.563847e-04
  1.811015e+00    4.568101e-03   1.563536e-04
  1.813218e+00    4.534019e-03   1.570430e-04
  1.815422e+00    4.542749e-03   1.572352e-04
  1.817625e+00    4.680182e-03   1.582682e-04
  1.819828e+00    4.548539e-03   1.582216e-04
  1.822031e+00    4.410166e-03   1.571144e-04
  1.824235e+00    4.551033e-03   1.591058e-04
  1.826438e+00    4.595006e-03   1.607426e-04
  1.828641e+00    4.424912e-03   1.590971e-04
  1.830845e+00    4.403693e-03   1.608451e-04
  1.833048e+00    4.428697e-03   1.618630e-04
  1.835251e+00    4.474438e-03   1.621026e-04
  1.837455e+00    4.611919e-03   1.625436e-04
  1.839658e+00    4.692294e-03   1.633003e-04
  1.841861e+00    4.594720e-03   1.644742e-04
  1.844064e+00    4.445030e-03   1.635218e-04
  1.846268e+00    4.448639e-03   1.634896e-04
  1.848471e+00    4.363746e-03   1.642469e-04
  1.850674e+00    4.327843e-03   1.643480e-04
  1.852878e+00    4.479366e-03   1.658717e-04
  1.855081e+00    4.489565e-03   1.661618e-04
  1.857284e+00    4.558252e-03   1.664965e-04
  1.859487e+00    4.570596e-03   1.680583e-04
  1.861691e+00    4.459051e-03   1.676486e-04
  1.863894e+00    4.363777e-03   1.676917e-04
  1.866097e+00    4.293510e-03   1.679190e-04
  1.868301e+00    4.283325e-03   1.679071e-04
  1.870504e+00    4.400997e-03   1.695343e-04
  1.872707e+00    4.477079e-03   1.702582e-04
  1.874911e+00    4.516702e-03   1.702003e-04
  1.877114e+00    4.468292e-03   1.716006e-04
  1.879317e+00    4.435337e-03   1.706126e-04
  1.881520e+00    4.415236e-03   1.714969e-04
  1.883724e+00    4.451960e-03   1.722394e-04
  1.885927e+00    4.521044e-03   1.725441e-04
  1.888130e+00    4.593983e-03   1.742786e-04
  1.890334e+00    4.648906e-03   1.747669e-04
  1.892537e+00    4.453029e-03   1.738291e-04
  1.894740e+00    4.222431e-03   1.745264e-04
  1.896944e+00    4.211564e-03   1.738963e-04
  1.899147e+00    4.298608e-03   1.752111e-04
  1.901350e+00    4.347579e-03   1.758381e-04
  1.903553e+00    4.565157e-03   1.775446e-04
  1.905757e+00    4.584304e-03   1.785549e-04
  1.907960e+00    4.613416e-03   1.787685e-04
  1.910163e+00    4.670290e-03   1.801844e-04
  1.912367e+00    4.426077e-03   1.796851e-04
  1.914570e+00    4.335094e-03   1.778174e-04
  1.916773e+00    4.294371e-03   1.785029e-04
  1.918976e+00    4.246696e-03   1.774415e-04
  1.921180e+00    4.365191e-03   1.785139e-04
  1.923383e+00    4.533178e-03   1.800339e-04
  1.925586e+00    4.610478e-03   1.800247e-04
  1.927790e+00    4.590047e-03   1.803121e-04
  1.929993e+00    4.447564e-03   1.799298e-04
  1.932196e+00    4.386261e-03   1.803036e-04
  1.934400e+00    4.267233e-03   1.802378e-04
  1.936603e+00    4.202445e-03   1.795840e-04
  1.938806e+00    4.346125e-03   1.815205e-04
  1.941009e+00    4.354273e-03   1.813240e-04
  1.943213e+00    4.451085e-03   1.810629e-04
  1.945416e+00    4.452612e-03   1.829117e-04
  1.947619e+00    4.356654e-03   1.819434e-04
  1.949823e+00    4.293656e-03   1.829727e-04
  1.952026e+00    4.290907e-03   1.838163e-04
  1.954229e+00    4.236010e-03   1.826752e-04
  1.956433e+00    4.424734e-03   1.848787e-04
  1.958636e+00    4.418768e-03   1.844541e-04
  1.960839e+00    4.313298e-03   1.845202e-04
  1.963042e+00    4.227592e-03   1.860059e-04
  1.965246e+00    4.159421e-03   1.854134e-04
  1.967449e+00    4.221707e-03   1.860949e-04
  1.969652e+00    4.234091e-03   1.868605e-04
  1.971856e+00    4.458465e-03   1.892898e-04
  1.974059e+00    4.430200e-03   1.905431e-04
  1.976262e+00    4.263453e-03   1.883080e-04
  1.978465e+00    4.192106e-03   1.899615e-04
  1.980669e+00    4.042812e-03   1.891027e-04
  1.982872e+00    4.129589e-03   1.889598e-04
  1.985075e+00    4.414232e-03   1.921380e-04
  1.987279e+00    4.388247e-03   1.919771e-04
  1.989482e+00    4.266295e-03   1.921006e-04
  1.991685e+00    4.196526e-03   1.922440e-04
  1.993889e+00    4.222060e-03   1.916624e-04
  1.996092e+00    4.232015e-03   1.929492e-04
  1.998295e+00    4.146676e-03   1.933625e-04
  2.000498e+00    4.278154e-03   1.937585e-04
  2.002702e+00    4.382716e-03   1.959730e-04
  2.004905e+00    4.357178e-03   1.953700e-04
  2.007108e+00    4.413795e-03   1.971834e-04
  2.009312e+00    4.400801e-03   1.975419e-04
  2.011515e+00    4.401049e-03   1.972619e-04
  2.013718e+00    4.385857e-03   1.986329e-04
  2.015922e+00    4.110729e-03   1.972333e-04
  2.018125e+00    3.872298e-03   1.983970e-04
  2.020328e+00    4.146244e-03   2.050089e-04
  2.022531e+00    4.532721e-03   2.117274e-04
  2.024735e+00    4.531827e-03   2.171711e-04
  2.026938e+00    4.447082e-03   2.189317e-04
  2.029141e+00    4.348275e-03   2.212355e-04
  2.031345e+00    4.317088e-03   2.265578e-04
  2.033548e+00    4.272006e-03   2.270356e-04
  2.035751e+00    4.124530e-03   2.312940e-04
  2.037954e+00    4.040357e-03   2.331463e-04
  2.040158e+00    4.021949e-03   2.344696e-04
  2.042361e+00    4.143849e-03   2.401520e-04
  2.044564e+00    4.233680e-03   2.412234e-04
  2.046768e+00    4.313165e-03   2.451837e-04
  2.048971e+00    4.219991e-03   2.474857e-04
  2.051174e+00    4.156851e-03   2.481910e-04
  2.053378e+00    4.116828e-03   2.540027e-04
  2.055581e+00    4.130336e-03   2.546066e-04
  2.057784e+00    4.107317e-03   2.567892e-04
  2.059987e+00    4.101611e-03   2.597873e-04
  2.062191e+00    4.144602e-03   2.605993e-04
  2.064394e+00    4.028494e-03   2.655766e-04
  2.066597e+00    3.942318e-03   2.699757e-04
  2.068801e+00    4.087178e-03   2.785707e-04
  2.071004e+00    4.128996e-03   2.917487e-04
  2.073207e+00    4.138953e-03   2.969328e-04
  2.075411e+00    4.091647e-03   3.019175e-04
  2.077614e+00    4.099715e-03   3.079514e-04
  2.079817e+00    4.106128e-03   3.141150e-04
  2.082020e+00    4.013486e-03   3.187040e-04
  2.084224e+00    4.143543e-03   3.229931e-04
  2.086427e+00    4.248398e-03   3.259062e-04
  2.088630e+00    4.081076e-03   3.261064e-04
  2.090834e+00    4.015236e-03   3.306752e-04
  2.093037e+00    4.312317e-03   3.339502e-04
  2.095240e+00    4.320055e-03   3.352853e-04
  2.097443e+00    4.250417e-03   3.377635e-04
  2.099647e+00    4.125318e-03   3.391253e-04
  2.101850e+00    3.909513e-03   3.409504e-04
  2.104053e+00    3.816171e-03   3.460701e-04
  2.106257e+00    3.974363e-03   3.489806e-04
  2.108460e+00    4.184148e-03   3.519562e-04
  2.110663e+00    3.962974e-03   3.517733e-04
  2.112867e+00    3.854241e-03   3.519284e-04
  2.115070e+00    4.020741e-03   3.567789e-04
  2.117273e+00    3.866057e-03   3.599855e-04
  2.119476e+00    3.659057e-03   3.657560e-04
  2.121680e+00    3.987392e-03   3.805489e-04
  2.123883e+00    4.382588e-03   3.970160e-04
  2.126086e+00    4.439285e-03   4.068047e-04
  2.128290e+00    4.435769e-03   4.146154e-04
  2.130493e+00    4.352700e-03   4.163530e-04
  2.132696e+00    4.368791e-03   4.250334e-04
  2.134900e+00    4.507989e-03   4.359177e-04
  2.137103e+00    4.077973e-03   4.393946e-04
  2.139306e+00    4.045168e-03   4.481405e-04
  2.141509e+00    4.272375e-03   4.572411e-04
  2.143713e+00    4.167380e-03   4.679611e-04
  2.145916e+00    3.642560e-03   4.738099e-04
  2.148119e+00    3.318012e-03   4.789934e-04
  2.150323e+00    3.704255e-03   4.908419e-04
  2.152526e+00    3.953956e-03   4.984334e-04
  2.154729e+00    3.946683e-03   5.086074e-04
  2.156932e+00    3.784464e-03   5.221595e-04
  2.159136e+00    3.569183e-03   5.249113e-04
  2.161339e+00    3.501172e-03   5.299042e-04
  2.163542e+00    3.628402e-03   5.432807e-04
  2.165746e+00    3.744264e-03   5.529480e-04
  2.167949e+00    4.081773e-03   5.632772e-04
  2.170152e+00    4.636764e-03   5.795113e-04
  2.172356e+00    4.582997e-03   5.892974e-04
  2.174559e+00    3.593900e-03   5.866013e-04
  2.176762e+00    3.083391e-03   5.949371e-04
  2.178965e+00    3.516314e-03   6.136813e-04
  2.181169e+00    4.314952e-03   6.366927e-04
  2.183372e+00    4.918945e-03   6.662956e-04
  2.185575e+00    4.465133e-03   6.817130e-04
  2.187779e+00    4.538721e-03   6.947211e-04
  2.189982e+00    4.606903e-03   7.292065e-04
  2.192185e+00    4.583042e-03   7.575225e-04
  2.194389e+00    4.316855e-03   7.890061e-04
  2.196592e+00    3.723281e-03   8.134816e-04
  2.198795e+00    3.845941e-03   8.680800e-04
  2.200998e+00    4.867649e-03   9.681325e-04
  2.203202e+00    4.941883e-03   1.039793e-03
  2.205405e+00    4.296728e-03   1.104241e-03
  2.207608e+00    3.683968e-03   1.182372e-03
  2.209812e+00    2.987737e-03   1.254608e-03
  2.212015e+00    3.274347e-03   1.358649e-03
  2.214218e+00    4.869910e-03   1.543363e-03
  2.216421e+00    4.600848e-03   1.627981e-03
  2.218625e+00    2.999272e-03   1.627868e-03
  2.220828e+00    2.827393e-03   1.762313e-03
  2.223031e+00    3.448481e-03   1.957771e-03
  2.225235e+00    3.560789e-03   2.178990e-03
  2.227438e+00    3.533053e-03   2.454487e-03
  2.229641e+00    4.870438e-03   3.025919e-03
  2.231845e+00    6.059152e-03   3.670548e-03
  2.234048e+00    4.251562e-03   4.419732e-03
  2.236251e+00    8.118613e-03   7.026299e-03
  2.238454e+00    1.622122e-02   1.147014e-02

# METADATA INFORMATION FOR THIS FILE
# #: 0.0
# Time: 0.0092
# Seconds: 10.0
# i0: 21.29209
# i1: 0.27704
# mon: 10.01489
# bstop: 5.80243
# Pyrometer: 0.0
# MPF Top: 0.0
# MPF Bottom: 0.0
# TEMP: -1.0
# marccd: 0.0
# ICRxT: 0.0
# OCRxT: 0.0
# ROI1: 0.0
# ROI2: 0.0
# ROI3: 0.0
# ROI4: 0.0
# ROI5: 0.0
# ROI6: 0.0
# ROI7: 0.0
# ROI8: 0.0
# ROI9: 0.0
# ROI10: 0.0
# RIO11: 0.0
# ROI12: 0.0
# ROI13: 0.0
# SWX: 0.0
# CCD1: 0.0
# CTEMP: 24.702789
# Timer: 115090.46
# pd1: 0.0
# pd2: 0.0
# pd3: 0.0
# pd4: 0.0
# pd5: 0.0
# pd6: 0.0
# pd7: 0.0
# pd8: 0.0
# pd9: 0.0
# pd10: 0.0
# pd11: 0.0
# pd12: 0.0
# pd13: 0.0
# pd14: 0.0
# pd15: 0.0
# pd16: 0.0
# PRESS: 0.0
# lvdt11: 0.0
# lvdt12: 0.0
# lvdt21: 0.0
# lvdt22: 0.0
# lvdt31: 0.0
# lvdt32: 0.0
# lvdt41: 0.0
# lvdt42: 0.0
# CTEMPB: 0.0
# X3_ROI1: 0.0
# X3_ROI2: 0.0
# X3_ROI3: 0.0
# X3_ROI4: 0.0
# X3_ROI5: 0.0
# X3_ROI6: 0.0
# X3_ROI7: 0.0
# X3_ROI8: 0.0
# pdw1: 62.0
# pdw2: 62.0
# pdw3: 62.0
# pdw4: 62.0
# pdw5: 62.0
# pdw6: 62.0
# pdw7: 62.0
# pdw8: 62.0
# pdw9: 62.0
# pdw10: 62.0
# pdw11: 62.0
# pdw12: 62.0
# pdw13: 62.0
# pdw14: 62.0
# pdw15: 62.0
# pdw16: 62.0
